,conversation_id,conversation_text,argument_objects
535,18321,"Layla McCay[1:09:00] When we look at this, we think goodness, the moment is here for social care reform. What are we going to do about it? What is the Government going to do about it.Fiona Bruce[1:09:09] Ian.Ian Murray[1:09:10] I think the chronic underfunding of social care across United Kingdom and Scotland, the chickens are coming home to roost. There is a problem for a long time. We need to have some political consensus to fund social care. We have been talking about this for too long. Let's go through what we already knew. We knew the prevalence of this disease was in older people, it was much more severe in older people. We knew from the 2014 Report and Task Force for Social Care that there was 34 recommendations. Very few of them were implemented in Scotland.Ian Murray[1:09:44] We knew in 2015.We knew in 2015 that the Scottish Government had said they would eradicate bed blocking. It was not done. We knew from the Silver Swan Report there was a problem with testing if we had a global pandemic. All of that has since happened and the decision was made by the Scottish Government to move 912 elderly people from hospital to care homes. That in itself is a big decision. It is a decision I completely agree with John, these big decisions have to be made. The key thing is they were taken from hospital to care homes without testing. So we are essentially exporting the disease on the people that it affects the most into care homes.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""When we look at this, we think goodness, the moment is here for social care reform""}, {""reason"": ""Pure Questioning"", ""id"": 1, ""text"": ""What are we going to do about it""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""We need to have some political consensus to fund social care""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""We have been talking about this for too long""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""We knew the prevalence of this disease was in older people, it was much more severe in older people""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""We knew from the 2014 Report and Task Force for Social Care that there was 34 recommendations""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""Very few of them were implemented in Scotland""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""We knew in 2015 that the Scottish Government had said they would eradicate bed blocking""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""It was not done""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""We knew from the Silver Swan Report there was a problem with testing if we had a global pandemic""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""All of that has since happened and the decision was made by the Scottish Government to move 912 elderly people from hospital to care homes""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""That in itself is a big decision""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""It is a decision I completely agree with John, these big decisions have to be made""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""The key thing is they were taken from hospital to care homes without testing""}, {""reason"": ""Asserting"", ""id"": 14, ""text"": ""So we are essentially exporting the disease on the people that it affects the most into care homes""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 10, ""type"": ""support""}, {""source_id"": 13, ""target_id"": 12, ""type"": ""support""}, {""source_id"": 14, ""target_id"": 13, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""support""}]}"
536,21452,"[HEATHER MCGREGOR] : Anybody involved in the business, for instance, of music festivals, or festivals of any kind, there are still so many people who are not able to fully engage in the economy, and I don't think the virus is going away. I mean, the question was what scientific advice do we listen to. To my mind, the evidence -- we should listen to all the scientific advice but we have to find a way to let business operate.And the sooner we can do that, the sooner the tax take will increase then we will have more money for things like education that I think have much bigger long term implications. [FIONA BRUCE] : I appreciate you are not a scientist, but do you think restrictions should carry on after 21 June or be lifted then or possibly sooner? [HEATHER MCGREGOR] : If anything, I would like to see restrictions lifted sooner but I would like to see us work out a way to live with it on a longer term basis. We are going to be living with this virus for a very long time. What's going to happen on 21 June, there will be another date and another date. We need a permanent long-term solution. Business cannot live with this kind of knee-jerk reaction. The reaction to me is much too immediate and not really long term enough.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""think the virus is going away. I""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""we should listen to all the scientific advice""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""we have to find a way to let business operate""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""the sooner we can do that""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""the sooner the tax take will increase""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""we will have more money for things like education that I think have much bigger long term implications""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""I would like to see restrictions lifted sooner""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""I would like to see us work out a way to live with it on a longer term basis""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""We are going to be living with this virus for a very long time""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""We need a permanent long-term solution""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""Business cannot live with this kind of knee-jerk reaction""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""The reaction to me is much too immediate and not really long term enough""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""attack""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""attack""}, {""source_id"": 7, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 10, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}]}"
537,25515,"Fiona Bruce[00:07:37] Dale. Dale Unknown[00:07:41] It's common sense that we close the borders until we know about the Indian variant and how that's going to pan out, because it's only going to get worse, and then there's going to be another lockdown and we're just going to be in this whole cycle all over again. So in the first lockdown everything should have been closed, the borders should have been closed, no flights coming in, no going out, until we know exactly what we're dealing with. Because at the moment with the Indian variant we haven't actually got a clue. Fiona Bruce[00:08:11] Okay. Harriet, let me come to you as former head of Thomas Cook. Should we be abandoning trips abroad for the next few weeks or for the summer? Harriet Green[00:08:18] I think you can hear by the exchange, and I think the frustration and the confusion and the sense of we can, we can't really I think causes more harm than good. So I think, as we just heard, the exchange frustrates us all. If I was the head of a travel company I would be very frustrated in terms of you have regulations, you have a change of traffic light system, you engage with certain vacations and certain approaches. So I think there is real frustration. I do think when we come on to talk about why caution is required and what is really happening in the world and in other parts of the world that we can learn from that some of what Carlos and Dale and Sam have said is worth listening to. But it is so frustrating right now.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""common sense that we close the borders until we know about the Indian variant and how that's going to pan out""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""only going to get worse""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""going to be another lockdown""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""just going to be in this whole cycle all over again""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""no flights coming in, no going out, until we know exactly what we're dealing with""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""at the moment with the Indian variant we haven't actually got a clue""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""If I was the head of a travel company I would be very frustrated""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""you have regulations""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""you have a change of traffic light system""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""you engage with certain vacations and certain approaches""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 6, ""type"": ""support""}]}"
538,23549,"Audience Member 20211028QT22 [00:25:38] Gender-based violence doesn't just happen to women. Mr Sarwar, again you mentioned misogyny. Do you know what the male equivalent is of misogyny? It's misandry. There is actually a word for it. I appreciate that violence against women is horrendous, it's on the rise, and it's terrible.Fiona Bruce[00:26:05] And is the greater part.Audience Member 20211028QT23 [00:26:07] And it is the greater part. But we shouldn't forget that it does happen to men as well. Men get their drinks spiked, men get jabbed, and I think it would be a mistake to focus completely only on female If we talk about gender violence and we only ever talk about women, we forget that it happens to men.Fiona Bruce[00:26:31] Okay, the woman here in the blue dress.Audience Member 20211028QT24 [00:26:34] Hi, I'm a former police inspector, having served in Scotland and down in the Met and County Forces, and I just want to look at some of the aspects of what the panel have been saying about this. First of all, we need to gather intelligence, and if we don't get people coming forward, male or female, coming forwad and talking to the police, allowing themselves to be forensically examined, because we don't know what type of people it is.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""we shouldn't forget that it does happen to men as well""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""Men get their drinks spiked""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""men get jabbed""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""it would be a mistake to focus completely only on female""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""we talk about gender violence and we only ever talk about women""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""we forget that it happens to men""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""we need to gather intelligence""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""we don't know what type of people it is""}], ""relations"": [{""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}]}"
539,18471,"Fiona Bruce [00:20:17] And Robert, what, I mean we heard the Prime Minister talk about this at Prime Ministers Questions yesterday, the comment he made about piccaninnies waving at the Queen, and watermelon smiles, has come back time and time again to haunt him. What are we going to see from the government, if anything? Robert Buckland [00:20:34] A Prime Minister who was major of probably the most cosmopolitan city in the world, and was elected twice, and whose approach to issues of migration and multiculturalism has been open, liberal and inclusive, and his remarks in the aftermath of the unlawful of George Floyd, I think were appropriate, they struck the right tone, and he talked in a positive way about what needed to be done. So, I think absolutely, we have the right approach. I think that sense of trying to bring people together, is what we need now. And I think a lot of the remarks, I think, are on the money when it comes to the fact that rather than focusing upon icons and statues, actions speak far louder than words, and Vaughan has made the point about the criminal justice system, I have responsibility for that in England and Wales, I absolutely take responsibility for the need to improve the way in which we deal with black and minority ethnic people in that system. And theres a whole range of things that we are doing, no time to go into them now, but the sort of practical measures that weve got to do, to make the experience different","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""A Prime Minister who was major of probably the most cosmopolitan city in the world""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""was elected twice""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""whose approach to issues of migration and multiculturalism has been open, liberal and inclusive""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""his remarks in the aftermath of the unlawful of George Floyd, I think were appropriate""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""they struck the right tone""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""he talked in a positive way about what needed to be done""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""I think absolutely, we have the right approach""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""Vaughan has made the point about the criminal justice system""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""I have responsibility for that in England and Wales""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""I absolutely take responsibility for the need to improve the way in which we deal with black and minority ethnic people in that system""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""a whole range of things that we are doing, no time to go into them now, but the sort of practical measures that weve got to do, to make the experience different""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""support""}]}"
540,19888,"Fiona Bruce[00:12:48]Do you want to answer the question about the dog.Brandon Lewis[00:12:52] It is a lovely little dog.Fiona Bruce[00:12:54] Dont try to curry favour. Answer the question.Brandon Lewis[00:12:58] At the moment, yes, you do need to have -- at the moment the Northern Ireland chief is allowing flexibility, particularly for guide dogs, things like that. What we have categorised as is a Part 2 partly the EU. We want Part 1. So Part 2 needs we need vaccination certificates. We need to get that improved. We need to agree this with the EU to get that up to Part 1. Theres no reason not to be because we are a completely clear island in GB and Republic of Ireland, completely clear of ray rabies. It is one of the things we need to get fixed. Absolutely.Louise Haigh[00:13:44] COVID will have lessened the disruption we could have seen at the ports as the protocol kicked into place because we have seen less freight. The hospitality sector --","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""Do you want to answer the question about the dog""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""It is a lovely little dog""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""try to curry favour""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""Answer the question""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""at the moment the Northern Ireland chief is allowing flexibility, particularly for guide dogs, things like that""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""What we have categorised as is a Part 2 partly the EU""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""We want Part 1""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""So Part 2 needs we need vaccination certificates""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""We need to get that improved""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""We need to agree this with the EU to get that up to Part 1""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""no reason not to be because we are a completely clear island in GB and Republic of Ireland, completely clear of ray rabies""}], ""relations"": [{""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}]}"
541,25936,"David Lane [0:01:23] Good evening panel. In view of the report released today by the Equality and Human Rights Commission which identified serious failings by the Labour party in dealing with anti-Semitic racism, should just one individual be held to account? Fiona Bruce [0:01:42] Chris. Chris Philp MP [0:01:44] Well, its a damning report. It finds the Labour party acted unlawfully. It finds that Jeremy Corbyns office effectively covered up 23 different allegations of antisemitism. But it think this goes beyond just Jeremy Corbyn. I think Keir Starmer has questions to answer himself, because for five years Keir Starmer sat on the Labour front bench and said nothing while this was going on. I didnt hear him condemning this activity, I didnt hear him holding Jeremy Corbyn to account, unlike many other Labour MPs and many Labour front benchers. He didnt resign from that front bench. He said nothing. He defended Jeremy Corbyn, and indeed he promoted Jeremy Corbyn as a potential Prime Minister less than a year ago. So I think Keir Starmer needs to do two things if hes serious about fixing this. Firstly, he should apologise personally for his failure to speak out on this issue when he was on the front bench, because it was all very convenient for him to sit there and say quiet in the hope that he would then take over as leader. Rather cynical I think. And secondly, he needs not to just suspend Jeremy Corbyn, he should kick Jeremy Corbyn out of the Labour party because this report is so damning, and Jeremy Corbyns response to it this morning saying the whole thing had been hugely exaggerated for political purposes, was disgraceful. So I think Kier Starmer needs to do those two things if hes really serious about fixing this issue.","{""argument_units"": [{""reason"": ""Default Illocuting"", ""id"": 0, ""text"": ""In view of the report released today by the Equality and Human Rights Commission which identified serious failings by the Labour party in dealing with anti-Semitic racism, should just one individual be held to account""}, {""reason"": ""Default Illocuting"", ""id"": 1, ""text"": ""It finds the Labour party acted unlawfully""}, {""reason"": ""Default Illocuting"", ""id"": 2, ""text"": ""this goes beyond just Jeremy Corbyn""}, {""reason"": ""Default Illocuting"", ""id"": 3, ""text"": ""Keir Starmer has questions to answer himself""}, {""reason"": ""Default Illocuting"", ""id"": 4, ""text"": ""for five years Keir Starmer sat on the Labour front bench and said nothing while this was going on""}, {""reason"": ""Default Illocuting"", ""id"": 5, ""text"": ""He defended Jeremy Corbyn, and indeed he promoted Jeremy Corbyn as a potential Prime Minister less than a year ago""}, {""reason"": ""Default Illocuting"", ""id"": 6, ""text"": ""he should apologise personally for his failure to speak out on this issue when he was on the front bench""}, {""reason"": ""Default Illocuting"", ""id"": 7, ""text"": ""it was all very convenient for him to sit there and say quiet in the hope that he would then take over as leader""}, {""reason"": ""Default Illocuting"", ""id"": 8, ""text"": ""he needs not to just suspend Jeremy Corbyn, he should kick Jeremy Corbyn out of the Labour party""}, {""reason"": ""Default Illocuting"", ""id"": 9, ""text"": ""this report is so damning""}, {""reason"": ""Default Illocuting"", ""id"": 10, ""text"": ""Jeremy Corbyns response to it this morning saying the whole thing had been hugely exaggerated for political purposes, was disgraceful""}], ""relations"": [{""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}]}"
542,23769,"Tim Stanley[0:24:12] We also need to know precisely what accommodation is safe and isn't safe. We need to see that which is not safe improved immediately because distress, and to finish by repeating, and it's not a financial problem, it's that technically people are living in unsafe accommodation. That should not be allowed to happen. Fiona Bruce[0:24:36] Colette? AudienceMember 20210916QT13[0:24:38] So, there's a couple of things here. I mean, who is liable for this? I mean, poor Natalie, if she had a fire now, is she insured? Why is it four years, and what is it going to take to get somebody to do something about this and make sure these buildings are safe for people to live in. Four years, and we don't know which ones are safe yet. Why should the leaseholders be left with this bill? It should predominantly be the contractors or actually, the planning departments and safety departments that pass these off? Somebody somewhere has to take responsibility for this, and it should not be the leaseholder. Why are the insurers in this? Fiona Bruce[0:25:18] Jo? AudienceMember 20210916QT14[0:25:20] I would like to go back to Anne-Marie, and you have alluded that this is the first step in a measure of steps that the Government are going to take. I would like to know what those next steps might be, and how that could maybe offer reassurance to the people that are currently living in fear and are in financial hardship.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""We need to see that which is not safe improved immediately""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""not a financial problem""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""that technically people are living in unsafe accommodation""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""That should not be allowed to happen""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""she had a fire now""}, {""reason"": ""Pure Questioning"", ""id"": 5, ""text"": ""is she insured""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""It should predominantly be the contractors""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""the planning departments and safety departments that pass these off""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""it should not be the leaseholder""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""attack""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}]}"
543,25902,"Andrew RT Davies[00:09:56] I very much hope so, so long as the conditions are suitable and allow for that, because actually it will boom business to come to the best part of the United Kingdom, and that's what we need to be doing is promoting this as a golden opportunity for the staycation market here in Wales, but going back to the point that Daniel was making about travelling, I do hope that we get to a situation where we can travel at some point in this year. Fiona Bruce[00:10:16] We've got a few more hands up here. Andy? Andy Unknown[00:10:19] I personally think there's an opportunity to sort of suspend holidaying abroad and boost the British economy and the Welsh economy by holidaying locally, as Andrew just said, and I think that's hugely important, not to risk transmission coming in from abroad but I do think there's a situation where maybe people need to travel abroad to visit family members that they haven't seen for maybe 12 or 18 months so I think maybe special exceptions should be given for that kind of situation.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""I very much hope so, so long as the conditions are suitable and allow for that""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""actually it will boom business to come to the best part of the United Kingdom""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""an opportunity to sort of suspend holidaying abroad and boost the British economy and the Welsh economy by holidaying locally""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""hugely important, not to risk transmission coming in from abroad""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""a situation where maybe people need to travel abroad to visit family members that they haven't seen for maybe 12 or 18 months""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""maybe special exceptions should be given for that kind of situation""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}]}"
544,17968,"Helle Thorning-Schmidt [0:51:51] Mistakes have been made. I will take responsibility as Prime Minister we did not prepare properly for a pandemic like this. We had SARS, the swine flu, all these things but we still didn't prepare properly and I don't think the British government did either, as any government we know apart from the Asian. So we have to be in a mode now where we breathe and say now is a new normal. We all have to be part of doing that and talking about how we want to do and get out of this automatic reaction where we say ""we didn't do anything wrong. Surely you can't find a fault with anything"". After all this we also have to evaluate and create new standards together fog fog James, coming back to the question, would you rather be served by someone.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""Mistakes have been made""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""I will take responsibility as Prime Minister we did not prepare properly for a pandemic like this""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""We had SARS, the swine flu, all these things""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""we still didn't prepare properly""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""I don't think the British government did either""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""as any government we know""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""apart from the Asian""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""We all have to be part of doing that""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""and talking about how we want to do and get out of this automatic reaction where we say \""we didn't do anything wrong. Surely you can't find a fault with""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""After all this we also have to evaluate and create new standards together""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}]}"
545,18879,"Belinda[00:48:04] Just listening to what James has been saying, and also some of the other audience members, you know, we do need to learn, we need to learn for all the points that weve been discussing this evening. And like the audience member said about its time for action, and just the previous comment then shows a certain element of ignorance about what is actually happening right now. As a teacher, you know, our curriculum changed and was reduced to become English heritage. And its not just about black history that needs to be learned, its about our history, our Anglocentric history warts and all, that needs to be learned from  but also needs to be put into learning now so that we dont have each generations with similar attitudes that would just perpetuate this. Fiona Bruce[00:49:03] Sue? Sue[00:49:05] Stephen Lawrence was killed before my son was born and hes graduated now and the personal report recommendations were not put into place. Grenfell was another case where we said, this has to be a watershed and things have to change. We can go all the way back to Windrush  nothing is changing, review after review after review. And we have peaceful Black Lives Matters demonstrations and it is the white supremacists who turn up, if you like, who are causing the trouble at these demonstrations. But its not individuals, this is institutional and it goes through the whole of the UK society","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""the previous comment then shows a certain element of ignorance about what is actually happening right now""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""And its not just about black history that needs to be learned, its about our history, our Anglocentric history warts and all, that needs to be learned from""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""also needs to be put into learning now so that we dont have each generations with similar attitudes that would just perpetuate this""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""Stephen Lawrence was killed before my son was born and hes graduated now and the personal report recommendations were not put into place""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""Grenfell was another case where we said, this has to be a watershed and things have to change""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""We can go all the way back to Windrush  nothing is changing, review after review after review""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""we have peaceful Black Lives Matters demonstrations and it is the white supremacists who turn up, if you like, who are causing the trouble at these demonstrations""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""not individuals, this is institutional and it goes through the whole of the UK society""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 5, ""type"": ""support""}]}"
546,23947,"Robert Buckland [0:23:20] The idea is I think a very sensible one, if you have had a double jab, it does mean the requirement to quarantine I think can be relaxed. There are other issues of course, families, children, who haven't had the jab, and indeed, part of the plan will be to work out a system whereby children can be tested so they can travel with their parents and loved-ones. Fiona Bruce [0:23:42] What about people like Kate and others in our audience who wouldn't be double-jabbed? Robert Buckland [0:23:46] Exactly there will be of course, contingency made and provision made for people who can't be jabbed for various good medical reasons. Fiona Bruce [0:23:56] Or just if they are not old enough? Robert Buckland [0:23:58] Look, I think that um... the reality is and in fact Kate said in the answer to the previous question, the evidence grows all the time in favour of the break between people who have been double-jabbed, and the vulnerability to the virus. Clearly, as we get more and more of our population into that double jab position, then it does become I think much easier and freer for us to do the things we want to do.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""you have had a double jab""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""the requirement to quarantine I think can be relaxed""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""There are other issues of course, families, children, who haven't had the jab""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""part of the plan will be to work out a system whereby children can be tested""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""they can travel with their parents and""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""we get more and more of our population into that double jab position""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""it does become I think much easier and freer for us to do the things we want to do""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}]}"
